,destination,come_from,total,year,month
2224,A Coruña,Foreign,19989,2002,Dec
2225,A Coruña,Foreign,26803,2002,Nov
2226,A Coruña,Foreign,45575,2002,Oct
2227,A Coruña,Foreign,67127,2002,Sep
2228,A Coruña,Foreign,85586,2002,Aug
2229,A Coruña,Foreign,66434,2002,Jul
2230,A Coruña,Foreign,52193,2002,Jun
2231,A Coruña,Foreign,48452,2002,May
2232,A Coruña,Foreign,44066,2002,Apr
2233,A Coruña,Foreign,26198,2002,Mar
2234,A Coruña,Foreign,15725,2002,Feb
2235,A Coruña,Foreign,11040,2002,Jan
2236,A Coruña,Foreign,15325,2001,Dec
2237,A Coruña,Foreign,20700,2001,Nov
2238,A Coruña,Foreign,35665,2001,Oct
2239,A Coruña,Foreign,51181,2001,Sep
2240,A Coruña,Foreign,80442,2001,Aug
2241,A Coruña,Foreign,69009,2001,Jul
2242,A Coruña,Foreign,48108,2001,Jun
2243,A Coruña,Foreign,39253,2001,May
2244,A Coruña,Foreign,38250,2001,Apr
2245,A Coruña,Foreign,28855,2001,Mar
2246,A Coruña,Foreign,23521,2001,Feb
2247,A Coruña,Foreign,12343,2001,Jan
2248,A Coruña,Foreign,21066,2000,Dec
2249,A Coruña,Foreign,22456,2000,Nov
2250,A Coruña,Foreign,45182,2000,Oct
2251,A Coruña,Foreign,92417,2000,Sep
2252,A Coruña,Foreign,77114,2000,Aug
2253,A Coruña,Foreign,69557,2000,Jul
2254,A Coruña,Foreign,47361,2000,Jun
2255,A Coruña,Foreign,44659,2000,May
2256,A Coruña,Foreign,31828,2000,Apr
2257,A Coruña,Foreign,21278,2000,Mar
2258,A Coruña,Foreign,13716,2000,Feb
2259,A Coruña,Foreign,11121,2000,Jan
2260,A Coruña,Foreign,15587,1999,Dec
2261,A Coruña,Foreign,21281,1999,Nov
2262,A Coruña,Foreign,40342,1999,Oct
2263,A Coruña,Foreign,74624,1999,Sep
2264,A Coruña,Foreign,72127,1999,Aug
2265,A Coruña,Foreign,72840,1999,Jul
2266,A Coruña,Foreign,49886,1999,Jun
2267,A Coruña,Foreign,37660,1999,May
2268,A Coruña,Foreign,35945,1999,Apr
2269,A Coruña,Foreign,16849,1999,Mar
2270,A Coruña,Foreign,10828,1999,Feb
2271,A Coruña,Foreign,9310,1999,Jan
2840,Lugo,Spain,169402,2022,Aug
2841,Lugo,Spain,121055,2022,Jul
2842,Lugo,Spain,80026,2022,Jun
2843,Lugo,Spain,68955,2022,May
2844,Lugo,Spain,74537,2022,Apr
2845,Lugo,Spain,41507,2022,Mar
2846,Lugo,Spain,34355,2022,Feb
2847,Lugo,Spain,26584,2022,Jan
2848,Lugo,Spain,34604,2021,Dec
2849,Lugo,Spain,45893,2021,Nov
2850,Lugo,Spain,84467,2021,Oct
2851,Lugo,Spain,104482,2021,Sep
2852,Lugo,Spain,183550,2021,Aug
2853,Lugo,Spain,124031,2021,Jul
2854,Lugo,Spain,64772,2021,Jun
2855,Lugo,Spain,38687,2021,May
2856,Lugo,Spain,23563,2021,Apr
2857,Lugo,Spain,19878,2021,Mar
2858,Lugo,Spain,9362,2021,Feb
2859,Lugo,Spain,9931,2021,Jan
2860,Lugo,Spain,11408,2020,Dec
2861,Lugo,Spain,13864,2020,Nov
2862,Lugo,Spain,37343,2020,Oct
2863,Lugo,Spain,48579,2020,Sep
2864,Lugo,Spain,99151,2020,Aug
2865,Lugo,Spain,48195,2020,Jul
2866,Lugo,Spain,15295,2020,Jun
2867,Lugo,Spain,1111,2020,May
2868,Lugo,Spain,0,2020,Apr
2869,Lugo,Spain,21934,2020,Mar
2870,Lugo,Spain,43831,2020,Feb
2871,Lugo,Spain,33861,2020,Jan
2872,Lugo,Spain,53212,2019,Dec
2873,Lugo,Spain,63391,2019,Nov
2874,Lugo,Spain,76702,2019,Oct
2875,Lugo,Spain,89641,2019,Sep
2876,Lugo,Spain,161741,2019,Aug
2877,Lugo,Spain,111380,2019,Jul
2878,Lugo,Spain,84947,2019,Jun
2879,Lugo,Spain,72888,2019,May
2880,Lugo,Spain,70675,2019,Apr
2881,Lugo,Spain,50100,2019,Mar
2882,Lugo,Spain,39011,2019,Feb
2883,Lugo,Spain,35051,2019,Jan
2884,Lugo,Spain,49397,2018,Dec
2885,Lugo,Spain,58525,2018,Nov
2886,Lugo,Spain,74484,2018,Oct
2887,Lugo,Spain,87614,2018,Sep
2888,Lugo,Spain,146736,2018,Aug
2889,Lugo,Spain,101182,2018,Jul
2890,Lugo,Spain,83757,2018,Jun
2891,Lugo,Spain,71625,2018,May
2892,Lugo,Spain,61970,2018,Apr
2893,Lugo,Spain,62332,2018,Mar
2894,Lugo,Spain,37807,2018,Feb
2895,Lugo,Spain,33662,2018,Jan
2896,Lugo,Spain,46281,2017,Dec
2897,Lugo,Spain,53424,2017,Nov
2898,Lugo,Spain,80656,2017,Oct
2899,Lugo,Spain,81147,2017,Sep
2900,Lugo,Spain,150697,2017,Aug
2901,Lugo,Spain,111933,2017,Jul
2902,Lugo,Spain,78797,2017,Jun
2903,Lugo,Spain,62840,2017,May
2904,Lugo,Spain,77464,2017,Apr
2905,Lugo,Spain,45445,2017,Mar
2906,Lugo,Spain,33240,2017,Feb
2907,Lugo,Spain,30467,2017,Jan
2908,Lugo,Spain,44066,2016,Dec
2909,Lugo,Spain,48218,2016,Nov
2910,Lugo,Spain,77550,2016,Oct
2911,Lugo,Spain,80667,2016,Sep
2912,Lugo,Spain,148426,2016,Aug
2913,Lugo,Spain,115674,2016,Jul
2914,Lugo,Spain,78168,2016,Jun
2915,Lugo,Spain,63612,2016,May
2916,Lugo,Spain,50654,2016,Apr
2917,Lugo,Spain,62171,2016,Mar
2918,Lugo,Spain,33760,2016,Feb
2919,Lugo,Spain,31776,2016,Jan
2920,Lugo,Spain,37478,2015,Dec
2921,Lugo,Spain,44447,2015,Nov
2922,Lugo,Spain,65986,2015,Oct
2923,Lugo,Spain,77491,2015,Sep
2924,Lugo,Spain,152270,2015,Aug
2925,Lugo,Spain,114865,2015,Jul
2926,Lugo,Spain,68189,2015,Jun
2927,Lugo,Spain,61320,2015,May
2928,Lugo,Spain,60528,2015,Apr
2929,Lugo,Spain,53450,2015,Mar
2930,Lugo,Spain,30289,2015,Feb
2931,Lugo,Spain,27546,2015,Jan
2932,Lugo,Spain,38830,2014,Dec
2933,Lugo,Spain,43990,2014,Nov
2934,Lugo,Spain,63121,2014,Oct
2935,Lugo,Spain,76829,2014,Sep
2936,Lugo,Spain,141028,2014,Aug
2937,Lugo,Spain,96374,2014,Jul
2938,Lugo,Spain,67173,2014,Jun
2939,Lugo,Spain,54246,2014,May
2940,Lugo,Spain,62559,2014,Apr
2941,Lugo,Spain,37342,2014,Mar
2942,Lugo,Spain,26518,2014,Feb
2943,Lugo,Spain,23720,2014,Jan
2944,Lugo,Spain,34554,2013,Dec
2945,Lugo,Spain,41987,2013,Nov
2946,Lugo,Spain,57718,2013,Oct
2947,Lugo,Spain,72281,2013,Sep
2948,Lugo,Spain,134382,2013,Aug
2949,Lugo,Spain,92305,2013,Jul
2950,Lugo,Spain,62873,2013,Jun
2951,Lugo,Spain,55731,2013,May
2952,Lugo,Spain,39844,2013,Apr
2953,Lugo,Spain,49081,2013,Mar
2954,Lugo,Spain,29419,2013,Feb
2955,Lugo,Spain,25656,2013,Jan
2956,Lugo,Spain,31652,2012,Dec
2957,Lugo,Spain,38372,2012,Nov
2958,Lugo,Spain,57465,2012,Oct
2959,Lugo,Spain,65791,2012,Sep
2960,Lugo,Spain,115283,2012,Aug
2961,Lugo,Spain,80157,2012,Jul
2962,Lugo,Spain,60053,2012,Jun
2963,Lugo,Spain,48439,2012,May
2964,Lugo,Spain,50627,2012,Apr
2965,Lugo,Spain,38186,2012,Mar
2966,Lugo,Spain,29870,2012,Feb
2967,Lugo,Spain,25447,2012,Jan
2968,Lugo,Spain,37109,2011,Dec
2969,Lugo,Spain,40835,2011,Nov
2970,Lugo,Spain,65244,2011,Oct
2971,Lugo,Spain,76564,2011,Sep
2972,Lugo,Spain,126834,2011,Aug
2973,Lugo,Spain,90713,2011,Jul
2974,Lugo,Spain,64900,2011,Jun
2975,Lugo,Spain,53398,2011,May
2976,Lugo,Spain,59939,2011,Apr
2977,Lugo,Spain,40533,2011,Mar
2978,Lugo,Spain,34365,2011,Feb
2979,Lugo,Spain,28097,2011,Jan
2980,Lugo,Spain,38702,2010,Dec
2981,Lugo,Spain,49095,2010,Nov
2982,Lugo,Spain,74502,2010,Oct
2983,Lugo,Spain,83584,2010,Sep
2984,Lugo,Spain,139506,2010,Aug
2985,Lugo,Spain,95362,2010,Jul
2986,Lugo,Spain,77478,2010,Jun
2987,Lugo,Spain,65224,2010,May
2988,Lugo,Spain,63049,2010,Apr
2989,Lugo,Spain,56359,2010,Mar
2990,Lugo,Spain,34684,2010,Feb
2991,Lugo,Spain,29415,2010,Jan
2992,Lugo,Spain,39411,2009,Dec
2993,Lugo,Spain,44475,2009,Nov
2994,Lugo,Spain,59925,2009,Oct
2995,Lugo,Spain,69385,2009,Sep
2996,Lugo,Spain,123314,2009,Aug
2997,Lugo,Spain,82663,2009,Jul
2998,Lugo,Spain,61527,2009,Jun
2999,Lugo,Spain,55939,2009,May
3000,Lugo,Spain,57733,2009,Apr
3001,Lugo,Spain,47216,2009,Mar
3002,Lugo,Spain,36835,2009,Feb
3003,Lugo,Spain,32022,2009,Jan
3004,Lugo,Spain,36447,2008,Dec
3005,Lugo,Spain,45308,2008,Nov
3006,Lugo,Spain,59694,2008,Oct
3007,Lugo,Spain,68119,2008,Sep
3008,Lugo,Spain,125171,2008,Aug
3009,Lugo,Spain,84190,2008,Jul
3010,Lugo,Spain,66053,2008,Jun
3011,Lugo,Spain,64855,2008,May
3012,Lugo,Spain,52579,2008,Apr
3013,Lugo,Spain,61365,2008,Mar
3014,Lugo,Spain,44288,2008,Feb
3015,Lugo,Spain,36330,2008,Jan
3016,Lugo,Spain,43957,2007,Dec
3017,Lugo,Spain,51449,2007,Nov
3018,Lugo,Spain,66102,2007,Oct
3019,Lugo,Spain,66484,2007,Sep
3020,Lugo,Spain,131291,2007,Aug
3021,Lugo,Spain,80819,2007,Jul
3022,Lugo,Spain,60527,2007,Jun
3023,Lugo,Spain,52075,2007,May
3024,Lugo,Spain,62973,2007,Apr
3025,Lugo,Spain,51202,2007,Mar
3026,Lugo,Spain,39715,2007,Feb
3027,Lugo,Spain,36444,2007,Jan
3028,Lugo,Spain,40378,2006,Dec
3029,Lugo,Spain,49003,2006,Nov
3030,Lugo,Spain,60327,2006,Oct
3031,Lugo,Spain,67952,2006,Sep
3032,Lugo,Spain,133338,2006,Aug
3033,Lugo,Spain,93040,2006,Jul
3034,Lugo,Spain,63969,2006,Jun
3035,Lugo,Spain,56343,2006,May
3036,Lugo,Spain,63506,2006,Apr
3037,Lugo,Spain,47336,2006,Mar
3038,Lugo,Spain,35036,2006,Feb
3039,Lugo,Spain,36680,2006,Jan
3040,Lugo,Spain,38018,2005,Dec
3041,Lugo,Spain,45167,2005,Nov
3042,Lugo,Spain,57620,2005,Oct
3043,Lugo,Spain,70754,2005,Sep
3044,Lugo,Spain,132118,2005,Aug
3045,Lugo,Spain,85043,2005,Jul
3046,Lugo,Spain,57225,2005,Jun
3047,Lugo,Spain,52562,2005,May
3048,Lugo,Spain,45410,2005,Apr
3049,Lugo,Spain,55389,2005,Mar
3050,Lugo,Spain,33011,2005,Feb
3051,Lugo,Spain,33476,2005,Jan
3052,Lugo,Spain,44337,2004,Dec
3053,Lugo,Spain,43242,2004,Nov
3054,Lugo,Spain,61489,2004,Oct
3055,Lugo,Spain,67518,2004,Sep
3056,Lugo,Spain,121269,2004,Aug
3057,Lugo,Spain,77735,2004,Jul
3058,Lugo,Spain,60926,2004,Jun
3059,Lugo,Spain,52669,2004,May
3060,Lugo,Spain,55597,2004,Apr
3061,Lugo,Spain,39706,2004,Mar
3062,Lugo,Spain,31480,2004,Feb
3063,Lugo,Spain,27298,2004,Jan
3064,Lugo,Spain,34387,2003,Dec
3065,Lugo,Spain,37362,2003,Nov
3066,Lugo,Spain,50415,2003,Oct
3067,Lugo,Spain,59413,2003,Sep
3068,Lugo,Spain,105996,2003,Aug
3069,Lugo,Spain,63427,2003,Jul
3070,Lugo,Spain,40859,2003,Jun
3071,Lugo,Spain,41900,2003,May
3072,Lugo,Spain,48094,2003,Apr
3073,Lugo,Spain,38815,2003,Mar
3074,Lugo,Spain,30663,2003,Feb
3075,Lugo,Spain,27215,2003,Jan
3076,Lugo,Spain,33959,2002,Dec
3077,Lugo,Spain,35262,2002,Nov
3078,Lugo,Spain,56041,2002,Oct
3079,Lugo,Spain,58828,2002,Sep
3080,Lugo,Spain,118929,2002,Aug
3081,Lugo,Spain,74082,2002,Jul
3082,Lugo,Spain,52769,2002,Jun
3083,Lugo,Spain,50650,2002,May
3084,Lugo,Spain,46535,2002,Apr
3085,Lugo,Spain,58939,2002,Mar
3086,Lugo,Spain,36371,2002,Feb
3087,Lugo,Spain,30926,2002,Jan
3088,Lugo,Spain,41035,2001,Dec
3089,Lugo,Spain,43597,2001,Nov
3090,Lugo,Spain,48781,2001,Oct
3091,Lugo,Spain,55548,2001,Sep
3092,Lugo,Spain,110818,2001,Aug
3093,Lugo,Spain,65385,2001,Jul
3094,Lugo,Spain,44309,2001,Jun
3095,Lugo,Spain,42751,2001,May
3096,Lugo,Spain,48409,2001,Apr
3097,Lugo,Spain,36368,2001,Mar
3098,Lugo,Spain,30672,2001,Feb
3099,Lugo,Spain,27551,2001,Jan
3100,Lugo,Spain,30497,2000,Dec
3101,Lugo,Spain,38219,2000,Nov
3102,Lugo,Spain,47954,2000,Oct
3103,Lugo,Spain,54198,2000,Sep
3104,Lugo,Spain,92791,2000,Aug
3105,Lugo,Spain,60833,2000,Jul
3106,Lugo,Spain,38178,2000,Jun
3107,Lugo,Spain,33542,2000,May
3108,Lugo,Spain,43417,2000,Apr
3109,Lugo,Spain,29343,2000,Mar
3110,Lugo,Spain,27110,2000,Feb
3111,Lugo,Spain,24075,2000,Jan
3112,Lugo,Spain,32444,1999,Dec
3113,Lugo,Spain,30031,1999,Nov
3114,Lugo,Spain,44904,1999,Oct
3115,Lugo,Spain,54354,1999,Sep
3116,Lugo,Spain,101336,1999,Aug
3117,Lugo,Spain,60140,1999,Jul
3118,Lugo,Spain,43985,1999,Jun
3119,Lugo,Spain,42151,1999,May
3120,Lugo,Spain,37802,1999,Apr
3121,Lugo,Spain,31349,1999,Mar
3122,Lugo,Spain,19739,1999,Feb
3123,Lugo,Spain,17035,1999,Jan
3124,Lugo,Foreign,22974,2022,Aug
3125,Lugo,Foreign,24332,2022,Jul
3126,Lugo,Foreign,28547,2022,Jun
3127,Lugo,Foreign,28177,2022,May
3128,Lugo,Foreign,14159,2022,Apr
3129,Lugo,Foreign,6293,2022,Mar
3130,Lugo,Foreign,3353,2022,Feb
3131,Lugo,Foreign,2705,2022,Jan
3132,Lugo,Foreign,2910,2021,Dec
3133,Lugo,Foreign,5079,2021,Nov
3134,Lugo,Foreign,15093,2021,Oct
3135,Lugo,Foreign,18241,2021,Sep
3136,Lugo,Foreign,12694,2021,Aug
3137,Lugo,Foreign,11481,2021,Jul
3138,Lugo,Foreign,5132,2021,Jun
3139,Lugo,Foreign,2908,2021,May
3140,Lugo,Foreign,1528,2021,Apr
3141,Lugo,Foreign,2084,2021,Mar
3142,Lugo,Foreign,1848,2021,Feb
3143,Lugo,Foreign,1723,2021,Jan
3144,Lugo,Foreign,1327,2020,Dec
3145,Lugo,Foreign,1705,2020,Nov
3146,Lugo,Foreign,3214,2020,Oct
3147,Lugo,Foreign,4481,2020,Sep
3148,Lugo,Foreign,6310,2020,Aug
3149,Lugo,Foreign,3161,2020,Jul
3150,Lugo,Foreign,864,2020,Jun
3151,Lugo,Foreign,173,2020,May
3152,Lugo,Foreign,0,2020,Apr
3153,Lugo,Foreign,2354,2020,Mar
3154,Lugo,Foreign,4159,2020,Feb
3155,Lugo,Foreign,3054,2020,Jan
3156,Lugo,Foreign,3633,2019,Dec
3157,Lugo,Foreign,4851,2019,Nov
3158,Lugo,Foreign,27012,2019,Oct
3159,Lugo,Foreign,37620,2019,Sep
3160,Lugo,Foreign,26410,2019,Aug
3161,Lugo,Foreign,24941,2019,Jul
3162,Lugo,Foreign,31097,2019,Jun
3163,Lugo,Foreign,31990,2019,May
3164,Lugo,Foreign,22120,2019,Apr
3165,Lugo,Foreign,7762,2019,Mar
3166,Lugo,Foreign,4303,2019,Feb
3167,Lugo,Foreign,4182,2019,Jan
3168,Lugo,Foreign,3974,2018,Dec
3169,Lugo,Foreign,4932,2018,Nov
3170,Lugo,Foreign,19479,2018,Oct
3171,Lugo,Foreign,29797,2018,Sep
3172,Lugo,Foreign,22497,2018,Aug
3173,Lugo,Foreign,19111,2018,Jul
3174,Lugo,Foreign,23795,2018,Jun
3175,Lugo,Foreign,28688,2018,May
3176,Lugo,Foreign,12393,2018,Apr
3177,Lugo,Foreign,9612,2018,Mar
3178,Lugo,Foreign,2812,2018,Feb
3179,Lugo,Foreign,2775,2018,Jan
3180,Lugo,Foreign,3383,2017,Dec
3181,Lugo,Foreign,4818,2017,Nov
3182,Lugo,Foreign,24508,2017,Oct
3183,Lugo,Foreign,42364,2017,Sep
3184,Lugo,Foreign,31558,2017,Aug
3185,Lugo,Foreign,33189,2017,Jul
3186,Lugo,Foreign,32762,2017,Jun
3187,Lugo,Foreign,35981,2017,May
3188,Lugo,Foreign,19850,2017,Apr
3189,Lugo,Foreign,3688,2017,Mar
3190,Lugo,Foreign,2645,2017,Feb
3191,Lugo,Foreign,2679,2017,Jan
3192,Lugo,Foreign,3609,2016,Dec
3193,Lugo,Foreign,4543,2016,Nov
3194,Lugo,Foreign,23798,2016,Oct
3195,Lugo,Foreign,41405,2016,Sep
3196,Lugo,Foreign,32805,2016,Aug
3197,Lugo,Foreign,26063,2016,Jul
3198,Lugo,Foreign,35307,2016,Jun
3199,Lugo,Foreign,40354,2016,May
3200,Lugo,Foreign,15361,2016,Apr
3201,Lugo,Foreign,6874,2016,Mar
3202,Lugo,Foreign,2724,2016,Feb
3203,Lugo,Foreign,3176,2016,Jan
3204,Lugo,Foreign,2856,2015,Dec
3205,Lugo,Foreign,5788,2015,Nov
3206,Lugo,Foreign,24134,2015,Oct
3207,Lugo,Foreign,38582,2015,Sep
3208,Lugo,Foreign,34695,2015,Aug
3209,Lugo,Foreign,29751,2015,Jul
3210,Lugo,Foreign,34242,2015,Jun
3211,Lugo,Foreign,36451,2015,May
3212,Lugo,Foreign,15848,2015,Apr
3213,Lugo,Foreign,5446,2015,Mar
3214,Lugo,Foreign,2472,2015,Feb
3215,Lugo,Foreign,2946,2015,Jan
3216,Lugo,Foreign,3149,2014,Dec
3217,Lugo,Foreign,4894,2014,Nov
3218,Lugo,Foreign,20010,2014,Oct
3219,Lugo,Foreign,36138,2014,Sep
3220,Lugo,Foreign,31243,2014,Aug
3221,Lugo,Foreign,27063,2014,Jul
3222,Lugo,Foreign,29873,2014,Jun
3223,Lugo,Foreign,37912,2014,May
3224,Lugo,Foreign,16038,2014,Apr
3225,Lugo,Foreign,3422,2014,Mar
3226,Lugo,Foreign,2417,2014,Feb
3227,Lugo,Foreign,2545,2014,Jan
3228,Lugo,Foreign,3396,2013,Dec
3229,Lugo,Foreign,3450,2013,Nov
3230,Lugo,Foreign,15833,2013,Oct
3231,Lugo,Foreign,27747,2013,Sep
3232,Lugo,Foreign,22722,2013,Aug
3233,Lugo,Foreign,19555,2013,Jul
3234,Lugo,Foreign,24747,2013,Jun
3235,Lugo,Foreign,25354,2013,May
3236,Lugo,Foreign,13567,2013,Apr
3237,Lugo,Foreign,5758,2013,Mar
3238,Lugo,Foreign,2265,2013,Feb
3239,Lugo,Foreign,1684,2013,Jan
3240,Lugo,Foreign,1452,2012,Dec
3241,Lugo,Foreign,3609,2012,Nov
3242,Lugo,Foreign,14459,2012,Oct
3243,Lugo,Foreign,24444,2012,Sep
3244,Lugo,Foreign,18381,2012,Aug
3245,Lugo,Foreign,18925,2012,Jul
3246,Lugo,Foreign,20049,2012,Jun
3247,Lugo,Foreign,23444,2012,May
3248,Lugo,Foreign,11275,2012,Apr
3249,Lugo,Foreign,3662,2012,Mar
3250,Lugo,Foreign,1826,2012,Feb
3251,Lugo,Foreign,2442,2012,Jan
3252,Lugo,Foreign,1759,2011,Dec
3253,Lugo,Foreign,3339,2011,Nov
3254,Lugo,Foreign,13717,2011,Oct
3255,Lugo,Foreign,21364,2011,Sep
3256,Lugo,Foreign,23677,2011,Aug
3257,Lugo,Foreign,21913,2011,Jul
3258,Lugo,Foreign,22450,2011,Jun
3259,Lugo,Foreign,21041,2011,May
3260,Lugo,Foreign,9673,2011,Apr
3261,Lugo,Foreign,5491,2011,Mar
3262,Lugo,Foreign,3064,2011,Feb
3263,Lugo,Foreign,2987,2011,Jan
3264,Lugo,Foreign,3096,2010,Dec
3265,Lugo,Foreign,3514,2010,Nov
3266,Lugo,Foreign,13098,2010,Oct
3267,Lugo,Foreign,21228,2010,Sep
3268,Lugo,Foreign,21809,2010,Aug
3269,Lugo,Foreign,19636,2010,Jul
3270,Lugo,Foreign,18446,2010,Jun
3271,Lugo,Foreign,23730,2010,May
3272,Lugo,Foreign,10292,2010,Apr
3273,Lugo,Foreign,5901,2010,Mar
3274,Lugo,Foreign,3580,2010,Feb
3275,Lugo,Foreign,2726,2010,Jan
3276,Lugo,Foreign,4136,2009,Dec
3277,Lugo,Foreign,4059,2009,Nov
3278,Lugo,Foreign,12727,2009,Oct
3279,Lugo,Foreign,17596,2009,Sep
3280,Lugo,Foreign,16964,2009,Aug
3281,Lugo,Foreign,14556,2009,Jul
3282,Lugo,Foreign,17416,2009,Jun
3283,Lugo,Foreign,19112,2009,May
3284,Lugo,Foreign,11744,2009,Apr
3285,Lugo,Foreign,4232,2009,Mar
3286,Lugo,Foreign,3682,2009,Feb
3287,Lugo,Foreign,2893,2009,Jan
3288,Lugo,Foreign,4638,2008,Dec
3289,Lugo,Foreign,4878,2008,Nov
3290,Lugo,Foreign,14307,2008,Oct
3291,Lugo,Foreign,20876,2008,Sep
3292,Lugo,Foreign,17683,2008,Aug
3293,Lugo,Foreign,17941,2008,Jul
3294,Lugo,Foreign,17034,2008,Jun
3295,Lugo,Foreign,19209,2008,May
3296,Lugo,Foreign,11462,2008,Apr
3297,Lugo,Foreign,6889,2008,Mar
3298,Lugo,Foreign,4919,2008,Feb
3299,Lugo,Foreign,4401,2008,Jan
3300,Lugo,Foreign,5982,2007,Dec
3301,Lugo,Foreign,6400,2007,Nov
3302,Lugo,Foreign,11746,2007,Oct
3303,Lugo,Foreign,15743,2007,Sep
3304,Lugo,Foreign,18581,2007,Aug
3305,Lugo,Foreign,14869,2007,Jul
3306,Lugo,Foreign,17870,2007,Jun
3307,Lugo,Foreign,16262,2007,May
3308,Lugo,Foreign,10272,2007,Apr
3309,Lugo,Foreign,5368,2007,Mar
3310,Lugo,Foreign,3678,2007,Feb
3311,Lugo,Foreign,3673,2007,Jan
3312,Lugo,Foreign,3381,2006,Dec
3313,Lugo,Foreign,4407,2006,Nov
3314,Lugo,Foreign,10118,2006,Oct
3315,Lugo,Foreign,14440,2006,Sep
3316,Lugo,Foreign,15668,2006,Aug
3317,Lugo,Foreign,12179,2006,Jul
3318,Lugo,Foreign,10994,2006,Jun
3319,Lugo,Foreign,9898,2006,May
3320,Lugo,Foreign,7348,2006,Apr
3321,Lugo,Foreign,3137,2006,Mar
3322,Lugo,Foreign,3055,2006,Feb
3323,Lugo,Foreign,2857,2006,Jan
3324,Lugo,Foreign,2076,2005,Dec
3325,Lugo,Foreign,2571,2005,Nov
3326,Lugo,Foreign,8308,2005,Oct
3327,Lugo,Foreign,10528,2005,Sep
3328,Lugo,Foreign,12332,2005,Aug
3329,Lugo,Foreign,10004,2005,Jul
3330,Lugo,Foreign,11181,2005,Jun
3331,Lugo,Foreign,7409,2005,May
3332,Lugo,Foreign,5206,2005,Apr
3333,Lugo,Foreign,2977,2005,Mar
3334,Lugo,Foreign,1875,2005,Feb
3335,Lugo,Foreign,1460,2005,Jan
3336,Lugo,Foreign,1506,2004,Dec
3337,Lugo,Foreign,3678,2004,Nov
3338,Lugo,Foreign,8433,2004,Oct
3339,Lugo,Foreign,10271,2004,Sep
3340,Lugo,Foreign,13281,2004,Aug
3341,Lugo,Foreign,8131,2004,Jul
3342,Lugo,Foreign,9306,2004,Jun
3343,Lugo,Foreign,9125,2004,May
3344,Lugo,Foreign,4814,2004,Apr
3345,Lugo,Foreign,1780,2004,Mar
3346,Lugo,Foreign,2232,2004,Feb
3347,Lugo,Foreign,1169,2004,Jan
3348,Lugo,Foreign,1957,2003,Dec
3349,Lugo,Foreign,3297,2003,Nov
3350,Lugo,Foreign,5101,2003,Oct
3351,Lugo,Foreign,7307,2003,Sep
3352,Lugo,Foreign,7639,2003,Aug
3353,Lugo,Foreign,5585,2003,Jul
3354,Lugo,Foreign,5751,2003,Jun
3355,Lugo,Foreign,4945,2003,May
3356,Lugo,Foreign,3498,2003,Apr
3357,Lugo,Foreign,3099,2003,Mar
3358,Lugo,Foreign,1560,2003,Feb
3359,Lugo,Foreign,1365,2003,Jan
3360,Lugo,Foreign,1342,2002,Dec
3361,Lugo,Foreign,1288,2002,Nov
3362,Lugo,Foreign,4000,2002,Oct
3363,Lugo,Foreign,6963,2002,Sep
3364,Lugo,Foreign,9016,2002,Aug
3365,Lugo,Foreign,5808,2002,Jul
3366,Lugo,Foreign,8487,2002,Jun
3367,Lugo,Foreign,6505,2002,May
3368,Lugo,Foreign,3795,2002,Apr
3369,Lugo,Foreign,2474,2002,Mar
3370,Lugo,Foreign,1943,2002,Feb
3371,Lugo,Foreign,1612,2002,Jan
3372,Lugo,Foreign,2072,2001,Dec
3373,Lugo,Foreign,2561,2001,Nov
3374,Lugo,Foreign,5354,2001,Oct
3375,Lugo,Foreign,8752,2001,Sep
3376,Lugo,Foreign,9377,2001,Aug
3377,Lugo,Foreign,7742,2001,Jul
3378,Lugo,Foreign,7290,2001,Jun
3379,Lugo,Foreign,5870,2001,May
3380,Lugo,Foreign,3296,2001,Apr
3381,Lugo,Foreign,2791,2001,Mar
3382,Lugo,Foreign,1838,2001,Feb
3383,Lugo,Foreign,994,2001,Jan
3384,Lugo,Foreign,2524,2000,Dec
