,accommodation_type,avg_days,year,month
608,Apartments,2.77,2015,Apr
609,Apartments,2.54,2015,Mar
610,Apartments,2.83,2015,Feb
611,Apartments,3.38,2015,Jan
612,Apartments,3.08,2014,Dec
613,Apartments,3.36,2014,Nov
614,Apartments,2.81,2014,Oct
615,Apartments,3.66,2014,Sep
616,Apartments,6.07,2014,Aug
617,Apartments,5.58,2014,Jul
618,Apartments,3.75,2014,Jun
619,Apartments,2.61,2014,May
620,Apartments,2.88,2014,Apr
621,Apartments,2.82,2014,Mar
622,Apartments,2.81,2014,Feb
623,Apartments,3.16,2014,Jan
624,Apartments,3.46,2013,Dec
625,Apartments,3,2013,Nov
626,Apartments,2.94,2013,Oct
627,Apartments,3.78,2013,Sep
628,Apartments,5.35,2013,Aug
629,Apartments,4.83,2013,Jul
630,Apartments,2.98,2013,Jun
631,Apartments,2.57,2013,May
632,Apartments,2.61,2013,Apr
633,Apartments,2.99,2013,Mar
634,Apartments,2.49,2013,Feb
635,Apartments,2.82,2013,Jan
636,Apartments,3.16,2012,Dec
637,Apartments,3.14,2012,Nov
638,Apartments,2.88,2012,Oct
639,Apartments,3.64,2012,Sep
640,Apartments,5.43,2012,Aug
641,Apartments,4.94,2012,Jul
642,Apartments,3.34,2012,Jun
643,Apartments,3.14,2012,May
644,Apartments,3.61,2012,Apr
645,Apartments,2.82,2012,Mar
646,Apartments,3.22,2012,Feb
647,Apartments,3.48,2012,Jan
648,Apartments,3.78,2011,Dec
649,Apartments,3.62,2011,Nov
650,Apartments,2.88,2011,Oct
651,Apartments,3.68,2011,Sep
652,Apartments,5.62,2011,Aug
653,Apartments,5.57,2011,Jul
654,Apartments,3.36,2011,Jun
655,Apartments,3.25,2011,May
656,Apartments,3.11,2011,Apr
657,Apartments,4.15,2011,Mar
658,Apartments,3.89,2011,Feb
659,Apartments,3.74,2011,Jan
660,Apartments,3.64,2010,Dec
661,Apartments,3.58,2010,Nov
662,Apartments,2.91,2010,Oct
663,Apartments,3.91,2010,Sep
664,Apartments,6.44,2010,Aug
665,Apartments,5.87,2010,Jul
666,Apartments,3.45,2010,Jun
667,Apartments,2.61,2010,May
668,Apartments,3.38,2010,Apr
669,Apartments,3.26,2010,Mar
670,Apartments,3.34,2010,Feb
671,Apartments,4.03,2010,Jan
672,Apartments,3.08,2009,Dec
673,Apartments,4.54,2009,Nov
674,Apartments,2.97,2009,Oct
675,Apartments,4.03,2009,Sep
676,Apartments,6.57,2009,Aug
677,Apartments,5.8,2009,Jul
678,Apartments,3.93,2009,Jun
679,Apartments,3.38,2009,May
680,Apartments,3.34,2009,Apr
681,Apartments,3.82,2009,Mar
682,Apartments,3.92,2009,Feb
683,Apartments,3.71,2009,Jan
684,Apartments,3.29,2008,Dec
685,Apartments,4.02,2008,Nov
686,Apartments,3.6,2008,Oct
687,Apartments,4.01,2008,Sep
688,Apartments,6.49,2008,Aug
689,Apartments,6.01,2008,Jul
690,Apartments,4.44,2008,Jun
691,Apartments,3.74,2008,May
692,Apartments,3.46,2008,Apr
693,Apartments,3.51,2008,Mar
694,Apartments,3.42,2008,Feb
695,Apartments,3.07,2008,Jan
696,Apartments,3.54,2007,Dec
697,Apartments,4.09,2007,Nov
698,Apartments,3.59,2007,Oct
699,Apartments,4.77,2007,Sep
700,Apartments,7.12,2007,Aug
701,Apartments,5.97,2007,Jul
702,Apartments,3.64,2007,Jun
703,Apartments,3.43,2007,May
704,Apartments,3.23,2007,Apr
705,Apartments,4.06,2007,Mar
706,Apartments,4.15,2007,Feb
707,Apartments,2.75,2007,Jan
708,Apartments,3.6,2006,Dec
709,Apartments,4.97,2006,Nov
710,Apartments,3.52,2006,Oct
711,Apartments,4.3,2006,Sep
712,Apartments,6.2,2006,Aug
713,Apartments,5.04,2006,Jul
714,Apartments,3.84,2006,Jun
715,Apartments,3.77,2006,May
716,Apartments,3.19,2006,Apr
717,Apartments,4.56,2006,Mar
718,Apartments,4.36,2006,Feb
719,Apartments,3.5,2006,Jan
720,Apartments,4.44,2005,Dec
721,Apartments,4.69,2005,Nov
722,Apartments,4.94,2005,Oct
723,Apartments,5.51,2005,Sep
724,Apartments,7.89,2005,Aug
725,Apartments,6.54,2005,Jul
726,Apartments,3.9,2005,Jun
727,Apartments,4.36,2005,May
728,Apartments,5.09,2005,Apr
729,Apartments,3.89,2005,Mar
730,Apartments,4.01,2005,Feb
731,Apartments,4.42,2005,Jan
732,Apartments,4.03,2004,Dec
733,Apartments,4.43,2004,Nov
734,Apartments,3.55,2004,Oct
735,Apartments,5.05,2004,Sep
736,Apartments,8.79,2004,Aug
737,Apartments,6.73,2004,Jul
738,Apartments,3.74,2004,Jun
739,Apartments,3.73,2004,May
740,Apartments,4.48,2004,Apr
741,Apartments,5.58,2004,Mar
742,Apartments,4.62,2004,Feb
743,Apartments,4.39,2004,Jan
744,Apartments,3.8,2003,Dec
745,Apartments,4.29,2003,Nov
746,Apartments,4.24,2003,Oct
747,Apartments,5.48,2003,Sep
748,Apartments,6.7,2003,Aug
749,Apartments,6.51,2003,Jul
750,Apartments,3.28,2003,Jun
751,Apartments,3.15,2003,May
752,Apartments,3.02,2003,Apr
753,Apartments,4.3,2003,Mar
754,Apartments,3.05,2003,Feb
755,Apartments,2.95,2003,Jan
756,Apartments,3.46,2002,Dec
757,Apartments,4.14,2002,Nov
758,Apartments,4.7,2002,Oct
759,Apartments,4.65,2002,Sep
760,Apartments,6.64,2002,Aug
761,Apartments,7.41,2002,Jul
762,Apartments,3.89,2002,Jun
763,Apartments,3.52,2002,May
764,Apartments,2.98,2002,Apr
765,Apartments,3,2002,Mar
766,Apartments,3.78,2002,Feb
767,Apartments,3.06,2002,Jan
768,Apartments,4.04,2001,Dec
769,Apartments,6.03,2001,Nov
770,Apartments,4.64,2001,Oct
771,Apartments,4.22,2001,Sep
772,Apartments,7.7,2001,Aug
773,Apartments,7.91,2001,Jul
774,Apartments,4.75,2001,Jun
775,Apartments,3.46,2001,May
776,Apartments,3.61,2001,Apr
777,Apartments,3.64,2001,Mar
778,Apartments,3.65,2001,Feb
779,Apartments,3.23,2001,Jan
780,Rural Tourism,2.49,2022,Aug
781,Rural Tourism,2.25,2022,Jul
782,Rural Tourism,1.6,2022,Jun
783,Rural Tourism,1.38,2022,May
784,Rural Tourism,1.67,2022,Apr
785,Rural Tourism,1.48,2022,Mar
786,Rural Tourism,1.61,2022,Feb
787,Rural Tourism,1.52,2022,Jan
788,Rural Tourism,1.9,2021,Dec
789,Rural Tourism,1.71,2021,Nov
790,Rural Tourism,1.65,2021,Oct
791,Rural Tourism,1.78,2021,Sep
792,Rural Tourism,2.63,2021,Aug
793,Rural Tourism,2.3,2021,Jul
794,Rural Tourism,1.71,2021,Jun
795,Rural Tourism,1.46,2021,May
796,Rural Tourism,1.77,2021,Apr
797,Rural Tourism,1.61,2021,Mar
798,Rural Tourism,2.63,2021,Feb
799,Rural Tourism,2.1,2021,Jan
800,Rural Tourism,1.77,2020,Dec
801,Rural Tourism,1.8,2020,Nov
802,Rural Tourism,1.76,2020,Oct
803,Rural Tourism,2,2020,Sep
804,Rural Tourism,2.84,2020,Aug
805,Rural Tourism,2.76,2020,Jul
806,Rural Tourism,2.09,2020,Jun
807,Rural Tourism,1.35,2020,May
808,Rural Tourism,.,2020,Apr
809,Rural Tourism,1.52,2020,Mar
810,Rural Tourism,1.51,2020,Feb
811,Rural Tourism,1.5,2020,Jan
812,Rural Tourism,1.9,2019,Dec
813,Rural Tourism,1.57,2019,Nov
814,Rural Tourism,1.47,2019,Oct
815,Rural Tourism,1.6,2019,Sep
816,Rural Tourism,2.55,2019,Aug
817,Rural Tourism,2.29,2019,Jul
818,Rural Tourism,1.52,2019,Jun
819,Rural Tourism,1.53,2019,May
820,Rural Tourism,1.76,2019,Apr
821,Rural Tourism,1.66,2019,Mar
822,Rural Tourism,1.67,2019,Feb
823,Rural Tourism,1.77,2019,Jan
824,Rural Tourism,1.87,2018,Dec
825,Rural Tourism,1.68,2018,Nov
826,Rural Tourism,1.6,2018,Oct
827,Rural Tourism,1.68,2018,Sep
828,Rural Tourism,2.65,2018,Aug
829,Rural Tourism,2.19,2018,Jul
830,Rural Tourism,1.6,2018,Jun
831,Rural Tourism,1.48,2018,May
832,Rural Tourism,1.62,2018,Apr
833,Rural Tourism,1.88,2018,Mar
834,Rural Tourism,1.71,2018,Feb
835,Rural Tourism,1.6,2018,Jan
836,Rural Tourism,2.21,2017,Dec
837,Rural Tourism,1.67,2017,Nov
838,Rural Tourism,1.78,2017,Oct
839,Rural Tourism,1.86,2017,Sep
840,Rural Tourism,2.86,2017,Aug
841,Rural Tourism,2.39,2017,Jul
842,Rural Tourism,1.72,2017,Jun
843,Rural Tourism,1.55,2017,May
844,Rural Tourism,1.92,2017,Apr
845,Rural Tourism,1.51,2017,Mar
846,Rural Tourism,1.6,2017,Feb
847,Rural Tourism,1.75,2017,Jan
848,Rural Tourism,1.88,2016,Dec
849,Rural Tourism,1.67,2016,Nov
850,Rural Tourism,1.69,2016,Oct
851,Rural Tourism,1.79,2016,Sep
852,Rural Tourism,2.78,2016,Aug
853,Rural Tourism,2.35,2016,Jul
854,Rural Tourism,1.73,2016,Jun
855,Rural Tourism,1.46,2016,May
856,Rural Tourism,1.4,2016,Apr
857,Rural Tourism,1.96,2016,Mar
858,Rural Tourism,1.46,2016,Feb
859,Rural Tourism,1.48,2016,Jan
860,Rural Tourism,1.9,2015,Dec
861,Rural Tourism,1.65,2015,Nov
862,Rural Tourism,1.56,2015,Oct
863,Rural Tourism,1.67,2015,Sep
864,Rural Tourism,2.5,2015,Aug
865,Rural Tourism,2.19,2015,Jul
866,Rural Tourism,1.6,2015,Jun
867,Rural Tourism,1.46,2015,May
868,Rural Tourism,1.77,2015,Apr
869,Rural Tourism,1.51,2015,Mar
870,Rural Tourism,1.41,2015,Feb
871,Rural Tourism,1.57,2015,Jan
872,Rural Tourism,1.76,2014,Dec
873,Rural Tourism,1.52,2014,Nov
874,Rural Tourism,1.61,2014,Oct
875,Rural Tourism,1.79,2014,Sep
876,Rural Tourism,2.6,2014,Aug
877,Rural Tourism,2.28,2014,Jul
878,Rural Tourism,1.65,2014,Jun
879,Rural Tourism,1.46,2014,May
880,Rural Tourism,1.99,2014,Apr
881,Rural Tourism,1.66,2014,Mar
882,Rural Tourism,1.46,2014,Feb
883,Rural Tourism,1.73,2014,Jan
884,Rural Tourism,1.75,2013,Dec
885,Rural Tourism,1.66,2013,Nov
886,Rural Tourism,1.59,2013,Oct
887,Rural Tourism,1.81,2013,Sep
888,Rural Tourism,2.74,2013,Aug
889,Rural Tourism,2.35,2013,Jul
890,Rural Tourism,1.69,2013,Jun
891,Rural Tourism,1.59,2013,May
892,Rural Tourism,1.52,2013,Apr
893,Rural Tourism,1.89,2013,Mar
894,Rural Tourism,1.4,2013,Feb
895,Rural Tourism,1.59,2013,Jan
896,Rural Tourism,1.47,2012,Dec
897,Rural Tourism,1.66,2012,Nov
898,Rural Tourism,1.63,2012,Oct
899,Rural Tourism,1.78,2012,Sep
900,Rural Tourism,2.8,2012,Aug
901,Rural Tourism,2.15,2012,Jul
902,Rural Tourism,1.66,2012,Jun
903,Rural Tourism,1.56,2012,May
904,Rural Tourism,2.01,2012,Apr
905,Rural Tourism,1.42,2012,Mar
906,Rural Tourism,1.48,2012,Feb
907,Rural Tourism,1.55,2012,Jan
908,Rural Tourism,1.89,2011,Dec
909,Rural Tourism,1.61,2011,Nov
910,Rural Tourism,1.64,2011,Oct
911,Rural Tourism,1.76,2011,Sep
912,Rural Tourism,3.1,2011,Aug
913,Rural Tourism,2.23,2011,Jul
914,Rural Tourism,1.66,2011,Jun
915,Rural Tourism,1.57,2011,May
916,Rural Tourism,1.89,2011,Apr
917,Rural Tourism,1.7,2011,Mar
918,Rural Tourism,1.52,2011,Feb
919,Rural Tourism,1.51,2011,Jan
920,Rural Tourism,2,2010,Dec
921,Rural Tourism,1.58,2010,Nov
922,Rural Tourism,1.76,2010,Oct
923,Rural Tourism,1.75,2010,Sep
924,Rural Tourism,2.81,2010,Aug
925,Rural Tourism,2.28,2010,Jul
926,Rural Tourism,1.75,2010,Jun
927,Rural Tourism,1.56,2010,May
928,Rural Tourism,1.92,2010,Apr
929,Rural Tourism,1.81,2010,Mar
930,Rural Tourism,1.66,2010,Feb
931,Rural Tourism,1.67,2010,Jan
932,Rural Tourism,1.87,2009,Dec
933,Rural Tourism,1.64,2009,Nov
934,Rural Tourism,1.75,2009,Oct
935,Rural Tourism,1.88,2009,Sep
936,Rural Tourism,2.88,2009,Aug
937,Rural Tourism,2.28,2009,Jul
938,Rural Tourism,1.87,2009,Jun
939,Rural Tourism,1.76,2009,May
940,Rural Tourism,2.04,2009,Apr
941,Rural Tourism,1.74,2009,Mar
942,Rural Tourism,1.61,2009,Feb
943,Rural Tourism,1.69,2009,Jan
944,Rural Tourism,1.86,2008,Dec
945,Rural Tourism,1.68,2008,Nov
946,Rural Tourism,1.78,2008,Oct
947,Rural Tourism,1.99,2008,Sep
948,Rural Tourism,3.16,2008,Aug
949,Rural Tourism,2.64,2008,Jul
950,Rural Tourism,1.95,2008,Jun
951,Rural Tourism,1.83,2008,May
952,Rural Tourism,1.78,2008,Apr
953,Rural Tourism,2.31,2008,Mar
954,Rural Tourism,1.68,2008,Feb
955,Rural Tourism,1.89,2008,Jan
956,Rural Tourism,2.05,2007,Dec
957,Rural Tourism,1.83,2007,Nov
958,Rural Tourism,1.94,2007,Oct
959,Rural Tourism,2.07,2007,Sep
960,Rural Tourism,2.97,2007,Aug
961,Rural Tourism,2.53,2007,Jul
962,Rural Tourism,1.76,2007,Jun
963,Rural Tourism,1.73,2007,May
964,Rural Tourism,2.27,2007,Apr
965,Rural Tourism,1.75,2007,Mar
966,Rural Tourism,1.68,2007,Feb
967,Rural Tourism,1.89,2007,Jan
968,Rural Tourism,2.03,2006,Dec
969,Rural Tourism,1.71,2006,Nov
970,Rural Tourism,1.98,2006,Oct
971,Rural Tourism,2,2006,Sep
972,Rural Tourism,3.21,2006,Aug
973,Rural Tourism,2.51,2006,Jul
974,Rural Tourism,1.82,2006,Jun
975,Rural Tourism,1.71,2006,May
976,Rural Tourism,2.15,2006,Apr
977,Rural Tourism,1.75,2006,Mar
978,Rural Tourism,1.67,2006,Feb
979,Rural Tourism,1.75,2006,Jan
980,Rural Tourism,1.96,2005,Dec
981,Rural Tourism,1.78,2005,Nov
982,Rural Tourism,1.88,2005,Oct
983,Rural Tourism,2.06,2005,Sep
984,Rural Tourism,3.25,2005,Aug
985,Rural Tourism,2.52,2005,Jul
986,Rural Tourism,1.86,2005,Jun
987,Rural Tourism,1.74,2005,May
988,Rural Tourism,1.62,2005,Apr
989,Rural Tourism,2.18,2005,Mar
990,Rural Tourism,1.58,2005,Feb
991,Rural Tourism,1.69,2005,Jan
992,Rural Tourism,2.05,2004,Dec
993,Rural Tourism,1.71,2004,Nov
994,Rural Tourism,1.9,2004,Oct
995,Rural Tourism,1.95,2004,Sep
996,Rural Tourism,2.95,2004,Aug
997,Rural Tourism,2.23,2004,Jul
998,Rural Tourism,1.75,2004,Jun
999,Rural Tourism,1.64,2004,May
1000,Rural Tourism,2.09,2004,Apr
1001,Rural Tourism,1.7,2004,Mar
1002,Rural Tourism,1.66,2004,Feb
1003,Rural Tourism,1.71,2004,Jan
1004,Rural Tourism,1.86,2003,Dec
1005,Rural Tourism,1.62,2003,Nov
1006,Rural Tourism,1.74,2003,Oct
1007,Rural Tourism,2.17,2003,Sep
1008,Rural Tourism,3.16,2003,Aug
1009,Rural Tourism,2.4,2003,Jul
1010,Rural Tourism,1.74,2003,Jun
1011,Rural Tourism,1.95,2003,May
1012,Rural Tourism,2.2,2003,Apr
1013,Rural Tourism,1.6,2003,Mar
1014,Rural Tourism,1.47,2003,Feb
1015,Rural Tourism,1.65,2003,Jan
1016,Rural Tourism,1.82,2002,Dec
1017,Rural Tourism,1.82,2002,Nov
1018,Rural Tourism,1.68,2002,Oct
1019,Rural Tourism,2.34,2002,Sep
1020,Rural Tourism,3.31,2002,Aug
1021,Rural Tourism,2.69,2002,Jul
1022,Rural Tourism,1.9,2002,Jun
1023,Rural Tourism,1.93,2002,May
1024,Rural Tourism,1.86,2002,Apr
1025,Rural Tourism,2.27,2002,Mar
1026,Rural Tourism,1.64,2002,Feb
1027,Rural Tourism,1.74,2002,Jan
1028,Rural Tourism,2.1,2001,Dec
1029,Rural Tourism,1.72,2001,Nov
1030,Rural Tourism,1.89,2001,Oct
1031,Rural Tourism,2.28,2001,Sep
1032,Rural Tourism,3.1,2001,Aug
1033,Rural Tourism,2.64,2001,Jul
1034,Rural Tourism,1.76,2001,Jun
1035,Rural Tourism,1.61,2001,May
1036,Rural Tourism,2.23,2001,Apr
1037,Rural Tourism,1.41,2001,Mar
1038,Rural Tourism,1.66,2001,Feb
1039,Rural Tourism,1.47,2001,Jan
0,Albergue,1.23,2022,Aug
1,Albergue,1.14,2022,Jul
2,Albergue,1.14,2022,Jun
3,Albergue,1.22,2022,May
4,Albergue,1.02,2022,Apr
5,Albergue,1.02,2022,Mar
6,Albergue,1.05,2022,Feb
7,Albergue,1.25,2022,Jan
8,Albergue,1.08,2021,Dec
9,Albergue,1.07,2021,Nov
10,Albergue,1.24,2021,Oct
11,Albergue,1.21,2021,Sep
12,Albergue,1.16,2021,Aug
13,Albergue,1.24,2021,Jul
14,Albergue,1.21,2021,Jun
15,Albergue,1.2,2021,May
16,Albergue,1.53,2021,Apr
17,Albergue,1.74,2021,Mar
18,Albergue,.,2021,Feb
19,Albergue,.,2021,Jan
20,Albergue,.,2020,Dec
21,Albergue,.,2020,Nov
22,Albergue,.,2020,Oct
23,Albergue,2.4,2020,Sep
24,Albergue,3.48,2020,Aug
25,Albergue,4.95,2020,Jul
26,Albergue,.,2020,Jun
27,Albergue,.,2020,May
28,Albergue,.,2020,Apr
29,Albergue,.,2020,Mar
30,Albergue,.,2020,Feb
31,Albergue,.,2020,Jan
32,Albergue,2.49,2019,Dec
33,Albergue,1.42,2019,Nov
34,Albergue,2.41,2019,Oct
35,Albergue,1.7,2019,Sep
36,Albergue,1.9,2019,Aug
37,Albergue,3.63,2019,Jul
38,Albergue,2.08,2019,Jun
39,Albergue,.,2019,May
40,Albergue,2.18,2019,Apr
41,Albergue,.,2019,Mar
42,Albergue,.,2019,Feb
43,Albergue,.,2019,Jan
44,Albergue,.,2018,Dec
45,Albergue,.,2018,Nov
46,Albergue,1.64,2018,Oct
47,Albergue,3.69,2018,Sep
48,Albergue,7.2,2018,Aug
49,Albergue,9.04,2018,Jul
50,Albergue,2.61,2018,Jun
51,Albergue,1.11,2018,May
52,Albergue,2.65,2018,Apr
53,Albergue,1.67,2018,Mar
54,Albergue,.,2018,Feb
55,Albergue,.,2018,Jan
56,Albergue,2.1,2017,Dec
57,Albergue,.,2017,Nov
58,Albergue,1.76,2017,Oct
59,Albergue,2.8,2017,Sep
60,Albergue,5.94,2017,Aug
61,Albergue,5.83,2017,Jul
62,Albergue,2.82,2017,Jun
63,Albergue,1.84,2017,May
64,Albergue,.,2017,Apr
65,Albergue,.,2017,Mar
66,Albergue,.,2017,Feb
67,Albergue,.,2017,Jan
68,Albergue,1.88,2016,Dec
69,Albergue,1.28,2016,Nov
70,Albergue,1.54,2016,Oct
71,Albergue,1.7,2016,Sep
72,Albergue,5.07,2016,Aug
73,Albergue,5.99,2016,Jul
74,Albergue,2.57,2016,Jun
75,Albergue,1.24,2016,May
76,Albergue,1.72,2016,Apr
77,Albergue,1.84,2016,Mar
78,Albergue,1.34,2016,Feb
79,Albergue,1.47,2016,Jan
80,Albergue,1.4,2015,Dec
81,Albergue,1.3,2015,Nov
82,Albergue,1.54,2015,Oct
83,Albergue,1.28,2015,Sep
84,Albergue,6.22,2015,Aug
85,Albergue,7.46,2015,Jul
86,Albergue,2.18,2015,Jun
87,Albergue,1.31,2015,May
88,Albergue,2.85,2015,Apr
89,Albergue,1.79,2015,Mar
90,Albergue,1.64,2015,Feb
91,Albergue,1.17,2015,Jan
92,Albergue,1.17,2014,Dec
93,Albergue,1.13,2014,Nov
94,Albergue,1.45,2014,Oct
95,Albergue,2.02,2014,Sep
96,Albergue,3.26,2014,Aug
97,Albergue,4.6,2014,Jul
98,Albergue,2.51,2014,Jun
99,Albergue,1.93,2014,May
100,Albergue,7.84,2014,Apr
101,Albergue,1.67,2014,Mar
102,Albergue,1.57,2014,Feb
103,Albergue,1.59,2014,Jan
