,accommodation_type,come_from,total,year,month
2221,Rural Tourism,Spain,9725,2010,Nov
2222,Rural Tourism,Spain,17848,2010,Oct
2223,Rural Tourism,Spain,17730,2010,Sep
2224,Rural Tourism,Spain,30797,2010,Aug
2225,Rural Tourism,Spain,22498,2010,Jul
2226,Rural Tourism,Spain,14870,2010,Jun
2227,Rural Tourism,Spain,13943,2010,May
2228,Rural Tourism,Spain,12841,2010,Apr
2229,Rural Tourism,Spain,9578,2010,Mar
2230,Rural Tourism,Spain,5120,2010,Feb
2231,Rural Tourism,Spain,4776,2010,Jan
2232,Rural Tourism,Spain,11325,2009,Dec
2233,Rural Tourism,Spain,8843,2009,Nov
2234,Rural Tourism,Spain,14188,2009,Oct
2235,Rural Tourism,Spain,15004,2009,Sep
2236,Rural Tourism,Spain,32245,2009,Aug
2237,Rural Tourism,Spain,20125,2009,Jul
2238,Rural Tourism,Spain,12154,2009,Jun
2239,Rural Tourism,Spain,11129,2009,May
2240,Rural Tourism,Spain,13106,2009,Apr
2241,Rural Tourism,Spain,8992,2009,Mar
2242,Rural Tourism,Spain,6584,2009,Feb
2243,Rural Tourism,Spain,4375,2009,Jan
2244,Rural Tourism,Spain,11567,2008,Dec
2245,Rural Tourism,Spain,9813,2008,Nov
2246,Rural Tourism,Spain,11430,2008,Oct
2247,Rural Tourism,Spain,13996,2008,Sep
2248,Rural Tourism,Spain,27840,2008,Aug
2249,Rural Tourism,Spain,16717,2008,Jul
2250,Rural Tourism,Spain,10783,2008,Jun
2251,Rural Tourism,Spain,12053,2008,May
2252,Rural Tourism,Spain,7611,2008,Apr
2253,Rural Tourism,Spain,12501,2008,Mar
2254,Rural Tourism,Spain,6697,2008,Feb
2255,Rural Tourism,Spain,4088,2008,Jan
2256,Rural Tourism,Spain,9832,2007,Dec
2257,Rural Tourism,Spain,9631,2007,Nov
2258,Rural Tourism,Spain,12654,2007,Oct
2259,Rural Tourism,Spain,14479,2007,Sep
2260,Rural Tourism,Spain,32225,2007,Aug
2261,Rural Tourism,Spain,17865,2007,Jul
2262,Rural Tourism,Spain,12167,2007,Jun
2263,Rural Tourism,Spain,9416,2007,May
2264,Rural Tourism,Spain,13713,2007,Apr
2265,Rural Tourism,Spain,8245,2007,Mar
2266,Rural Tourism,Spain,5634,2007,Feb
2267,Rural Tourism,Spain,4419,2007,Jan
2268,Rural Tourism,Spain,10070,2006,Dec
2269,Rural Tourism,Spain,7036,2006,Nov
2270,Rural Tourism,Spain,10031,2006,Oct
2271,Rural Tourism,Spain,12405,2006,Sep
2272,Rural Tourism,Spain,29044,2006,Aug
2273,Rural Tourism,Spain,19011,2006,Jul
2274,Rural Tourism,Spain,10713,2006,Jun
2275,Rural Tourism,Spain,8780,2006,May
2276,Rural Tourism,Spain,15184,2006,Apr
2277,Rural Tourism,Spain,6512,2006,Mar
2278,Rural Tourism,Spain,6269,2006,Feb
2279,Rural Tourism,Spain,4851,2006,Jan
2280,Rural Tourism,Spain,8877,2005,Dec
2281,Rural Tourism,Spain,7489,2005,Nov
2282,Rural Tourism,Spain,10876,2005,Oct
2283,Rural Tourism,Spain,13673,2005,Sep
2284,Rural Tourism,Spain,29741,2005,Aug
2285,Rural Tourism,Spain,19244,2005,Jul
2286,Rural Tourism,Spain,9635,2005,Jun
2287,Rural Tourism,Spain,9461,2005,May
2288,Rural Tourism,Spain,7383,2005,Apr
2289,Rural Tourism,Spain,10739,2005,Mar
2290,Rural Tourism,Spain,5013,2005,Feb
2291,Rural Tourism,Spain,4435,2005,Jan
2292,Rural Tourism,Spain,9927,2004,Dec
2293,Rural Tourism,Spain,6904,2004,Nov
2294,Rural Tourism,Spain,14469,2004,Oct
2295,Rural Tourism,Spain,14703,2004,Sep
2296,Rural Tourism,Spain,29864,2004,Aug
2297,Rural Tourism,Spain,18248,2004,Jul
2298,Rural Tourism,Spain,11970,2004,Jun
2299,Rural Tourism,Spain,11538,2004,May
2300,Rural Tourism,Spain,13283,2004,Apr
2301,Rural Tourism,Spain,7888,2004,Mar
2302,Rural Tourism,Spain,6513,2004,Feb
2303,Rural Tourism,Spain,4628,2004,Jan
2304,Rural Tourism,Spain,10546,2003,Dec
2305,Rural Tourism,Spain,6267,2003,Nov
2306,Rural Tourism,Spain,8339,2003,Oct
2307,Rural Tourism,Spain,11404,2003,Sep
2308,Rural Tourism,Spain,24769,2003,Aug
2309,Rural Tourism,Spain,14377,2003,Jul
2310,Rural Tourism,Spain,7887,2003,Jun
2311,Rural Tourism,Spain,7332,2003,May
2312,Rural Tourism,Spain,10684,2003,Apr
2313,Rural Tourism,Spain,6695,2003,Mar
2314,Rural Tourism,Spain,5190,2003,Feb
2315,Rural Tourism,Spain,3438,2003,Jan
2316,Rural Tourism,Spain,6688,2002,Dec
2317,Rural Tourism,Spain,6688,2002,Nov
2318,Rural Tourism,Spain,9031,2002,Oct
2319,Rural Tourism,Spain,11115,2002,Sep
2320,Rural Tourism,Spain,24712,2002,Aug
2321,Rural Tourism,Spain,14728,2002,Jul
2322,Rural Tourism,Spain,6852,2002,Jun
2323,Rural Tourism,Spain,7359,2002,May
2324,Rural Tourism,Spain,5420,2002,Apr
2325,Rural Tourism,Spain,9583,2002,Mar
2326,Rural Tourism,Spain,4306,2002,Feb
2327,Rural Tourism,Spain,3126,2002,Jan
2328,Rural Tourism,Spain,6111,2001,Dec
2329,Rural Tourism,Spain,6385,2001,Nov
2330,Rural Tourism,Spain,7865,2001,Oct
2331,Rural Tourism,Spain,9722,2001,Sep
2332,Rural Tourism,Spain,20723,2001,Aug
2333,Rural Tourism,Spain,11132,2001,Jul
2334,Rural Tourism,Spain,6531,2001,Jun
2335,Rural Tourism,Spain,5046,2001,May
2336,Rural Tourism,Spain,8849,2001,Apr
2337,Rural Tourism,Spain,3677,2001,Mar
2338,Rural Tourism,Spain,3755,2001,Feb
2339,Rural Tourism,Spain,3112,2001,Jan
2600,Rural Tourism,Foreign,10168,2022,Aug
2601,Rural Tourism,Foreign,8461,2022,Jul
2602,Rural Tourism,Foreign,7503,2022,Jun
2603,Rural Tourism,Foreign,9716,2022,May
2604,Rural Tourism,Foreign,5647,2022,Apr
2605,Rural Tourism,Foreign,665,2022,Mar
2606,Rural Tourism,Foreign,518,2022,Feb
2607,Rural Tourism,Foreign,214,2022,Jan
2608,Rural Tourism,Foreign,623,2021,Dec
2609,Rural Tourism,Foreign,1092,2021,Nov
2610,Rural Tourism,Foreign,3860,2021,Oct
2611,Rural Tourism,Foreign,5491,2021,Sep
2612,Rural Tourism,Foreign,4504,2021,Aug
2613,Rural Tourism,Foreign,2474,2021,Jul
2614,Rural Tourism,Foreign,1142,2021,Jun
2615,Rural Tourism,Foreign,445,2021,May
2616,Rural Tourism,Foreign,211,2021,Apr
2617,Rural Tourism,Foreign,103,2021,Mar
2618,Rural Tourism,Foreign,0,2021,Feb
2619,Rural Tourism,Foreign,4,2021,Jan
2620,Rural Tourism,Foreign,15,2020,Dec
2621,Rural Tourism,Foreign,.,2020,Nov
2622,Rural Tourism,Foreign,221,2020,Oct
2623,Rural Tourism,Foreign,905,2020,Sep
2624,Rural Tourism,Foreign,1968,2020,Aug
2625,Rural Tourism,Foreign,970,2020,Jul
2626,Rural Tourism,Foreign,48,2020,Jun
2627,Rural Tourism,Foreign,.,2020,May
2628,Rural Tourism,Foreign,.,2020,Apr
2629,Rural Tourism,Foreign,228,2020,Mar
2630,Rural Tourism,Foreign,593,2020,Feb
2631,Rural Tourism,Foreign,489,2020,Jan
2632,Rural Tourism,Foreign,988,2019,Dec
2633,Rural Tourism,Foreign,1203,2019,Nov
2634,Rural Tourism,Foreign,7310,2019,Oct
2635,Rural Tourism,Foreign,12884,2019,Sep
2636,Rural Tourism,Foreign,9801,2019,Aug
2637,Rural Tourism,Foreign,8516,2019,Jul
2638,Rural Tourism,Foreign,11341,2019,Jun
2639,Rural Tourism,Foreign,11166,2019,May
2640,Rural Tourism,Foreign,6047,2019,Apr
2641,Rural Tourism,Foreign,1178,2019,Mar
2642,Rural Tourism,Foreign,559,2019,Feb
2643,Rural Tourism,Foreign,566,2019,Jan
2644,Rural Tourism,Foreign,949,2018,Dec
2645,Rural Tourism,Foreign,1400,2018,Nov
2646,Rural Tourism,Foreign,7974,2018,Oct
2647,Rural Tourism,Foreign,11416,2018,Sep
2648,Rural Tourism,Foreign,9301,2018,Aug
2649,Rural Tourism,Foreign,7843,2018,Jul
2650,Rural Tourism,Foreign,8539,2018,Jun
2651,Rural Tourism,Foreign,8964,2018,May
2652,Rural Tourism,Foreign,3793,2018,Apr
2653,Rural Tourism,Foreign,1669,2018,Mar
2654,Rural Tourism,Foreign,857,2018,Feb
2655,Rural Tourism,Foreign,580,2018,Jan
2656,Rural Tourism,Foreign,598,2017,Dec
2657,Rural Tourism,Foreign,945,2017,Nov
2658,Rural Tourism,Foreign,5654,2017,Oct
2659,Rural Tourism,Foreign,9701,2017,Sep
2660,Rural Tourism,Foreign,9190,2017,Aug
2661,Rural Tourism,Foreign,8309,2017,Jul
2662,Rural Tourism,Foreign,8410,2017,Jun
2663,Rural Tourism,Foreign,8013,2017,May
2664,Rural Tourism,Foreign,4391,2017,Apr
2665,Rural Tourism,Foreign,974,2017,Mar
2666,Rural Tourism,Foreign,782,2017,Feb
2667,Rural Tourism,Foreign,388,2017,Jan
2668,Rural Tourism,Foreign,949,2016,Dec
2669,Rural Tourism,Foreign,956,2016,Nov
2670,Rural Tourism,Foreign,6253,2016,Oct
2671,Rural Tourism,Foreign,11347,2016,Sep
2672,Rural Tourism,Foreign,10016,2016,Aug
2673,Rural Tourism,Foreign,9407,2016,Jul
2674,Rural Tourism,Foreign,7351,2016,Jun
2675,Rural Tourism,Foreign,8493,2016,May
2676,Rural Tourism,Foreign,3628,2016,Apr
2677,Rural Tourism,Foreign,1224,2016,Mar
2678,Rural Tourism,Foreign,246,2016,Feb
2679,Rural Tourism,Foreign,130,2016,Jan
2680,Rural Tourism,Foreign,288,2015,Dec
2681,Rural Tourism,Foreign,355,2015,Nov
2682,Rural Tourism,Foreign,5008,2015,Oct
2683,Rural Tourism,Foreign,9117,2015,Sep
2684,Rural Tourism,Foreign,7123,2015,Aug
2685,Rural Tourism,Foreign,6631,2015,Jul
2686,Rural Tourism,Foreign,6995,2015,Jun
2687,Rural Tourism,Foreign,7021,2015,May
2688,Rural Tourism,Foreign,2394,2015,Apr
2689,Rural Tourism,Foreign,605,2015,Mar
2690,Rural Tourism,Foreign,164,2015,Feb
2691,Rural Tourism,Foreign,149,2015,Jan
2692,Rural Tourism,Foreign,271,2014,Dec
2693,Rural Tourism,Foreign,269,2014,Nov
2694,Rural Tourism,Foreign,2575,2014,Oct
2695,Rural Tourism,Foreign,6468,2014,Sep
2696,Rural Tourism,Foreign,6293,2014,Aug
2697,Rural Tourism,Foreign,4604,2014,Jul
2698,Rural Tourism,Foreign,4658,2014,Jun
2699,Rural Tourism,Foreign,5591,2014,May
2700,Rural Tourism,Foreign,2085,2014,Apr
2701,Rural Tourism,Foreign,633,2014,Mar
2702,Rural Tourism,Foreign,61,2014,Feb
2703,Rural Tourism,Foreign,114,2014,Jan
2704,Rural Tourism,Foreign,156,2013,Dec
2705,Rural Tourism,Foreign,194,2013,Nov
2706,Rural Tourism,Foreign,2583,2013,Oct
2707,Rural Tourism,Foreign,4242,2013,Sep
2708,Rural Tourism,Foreign,3894,2013,Aug
2709,Rural Tourism,Foreign,3183,2013,Jul
2710,Rural Tourism,Foreign,2874,2013,Jun
2711,Rural Tourism,Foreign,2755,2013,May
2712,Rural Tourism,Foreign,1649,2013,Apr
2713,Rural Tourism,Foreign,471,2013,Mar
2714,Rural Tourism,Foreign,116,2013,Feb
2715,Rural Tourism,Foreign,57,2013,Jan
2716,Rural Tourism,Foreign,108,2012,Dec
2717,Rural Tourism,Foreign,403,2012,Nov
2718,Rural Tourism,Foreign,2023,2012,Oct
2719,Rural Tourism,Foreign,4738,2012,Sep
2720,Rural Tourism,Foreign,4258,2012,Aug
2721,Rural Tourism,Foreign,4444,2012,Jul
2722,Rural Tourism,Foreign,4035,2012,Jun
2723,Rural Tourism,Foreign,3654,2012,May
2724,Rural Tourism,Foreign,1566,2012,Apr
2725,Rural Tourism,Foreign,244,2012,Mar
2726,Rural Tourism,Foreign,187,2012,Feb
2727,Rural Tourism,Foreign,148,2012,Jan
2728,Rural Tourism,Foreign,257,2011,Dec
2729,Rural Tourism,Foreign,147,2011,Nov
2730,Rural Tourism,Foreign,1928,2011,Oct
2731,Rural Tourism,Foreign,4433,2011,Sep
2732,Rural Tourism,Foreign,4171,2011,Aug
2733,Rural Tourism,Foreign,2684,2011,Jul
2734,Rural Tourism,Foreign,2942,2011,Jun
2735,Rural Tourism,Foreign,3059,2011,May
2736,Rural Tourism,Foreign,755,2011,Apr
2737,Rural Tourism,Foreign,175,2011,Mar
2738,Rural Tourism,Foreign,60,2011,Feb
2739,Rural Tourism,Foreign,93,2011,Jan
2740,Rural Tourism,Foreign,322,2010,Dec
2741,Rural Tourism,Foreign,344,2010,Nov
2742,Rural Tourism,Foreign,2263,2010,Oct
2743,Rural Tourism,Foreign,4332,2010,Sep
2744,Rural Tourism,Foreign,4451,2010,Aug
2745,Rural Tourism,Foreign,3120,2010,Jul
2746,Rural Tourism,Foreign,2567,2010,Jun
2747,Rural Tourism,Foreign,3843,2010,May
2748,Rural Tourism,Foreign,1314,2010,Apr
2749,Rural Tourism,Foreign,202,2010,Mar
2750,Rural Tourism,Foreign,266,2010,Feb
2751,Rural Tourism,Foreign,131,2010,Jan
2752,Rural Tourism,Foreign,459,2009,Dec
2753,Rural Tourism,Foreign,285,2009,Nov
2754,Rural Tourism,Foreign,2122,2009,Oct
2755,Rural Tourism,Foreign,2867,2009,Sep
2756,Rural Tourism,Foreign,3244,2009,Aug
2757,Rural Tourism,Foreign,2450,2009,Jul
2758,Rural Tourism,Foreign,2355,2009,Jun
2759,Rural Tourism,Foreign,3469,2009,May
2760,Rural Tourism,Foreign,1255,2009,Apr
2761,Rural Tourism,Foreign,235,2009,Mar
2762,Rural Tourism,Foreign,94,2009,Feb
2763,Rural Tourism,Foreign,38,2009,Jan
2764,Rural Tourism,Foreign,237,2008,Dec
2765,Rural Tourism,Foreign,166,2008,Nov
2766,Rural Tourism,Foreign,1293,2008,Oct
2767,Rural Tourism,Foreign,3254,2008,Sep
2768,Rural Tourism,Foreign,3113,2008,Aug
2769,Rural Tourism,Foreign,2781,2008,Jul
2770,Rural Tourism,Foreign,2603,2008,Jun
2771,Rural Tourism,Foreign,2849,2008,May
2772,Rural Tourism,Foreign,1582,2008,Apr
2773,Rural Tourism,Foreign,497,2008,Mar
2774,Rural Tourism,Foreign,114,2008,Feb
2775,Rural Tourism,Foreign,114,2008,Jan
2776,Rural Tourism,Foreign,306,2007,Dec
2777,Rural Tourism,Foreign,264,2007,Nov
2778,Rural Tourism,Foreign,1463,2007,Oct
2779,Rural Tourism,Foreign,3401,2007,Sep
2780,Rural Tourism,Foreign,3270,2007,Aug
2781,Rural Tourism,Foreign,2936,2007,Jul
2782,Rural Tourism,Foreign,2646,2007,Jun
2783,Rural Tourism,Foreign,2977,2007,May
2784,Rural Tourism,Foreign,1068,2007,Apr
2785,Rural Tourism,Foreign,384,2007,Mar
2786,Rural Tourism,Foreign,175,2007,Feb
2787,Rural Tourism,Foreign,126,2007,Jan
2788,Rural Tourism,Foreign,437,2006,Dec
2789,Rural Tourism,Foreign,191,2006,Nov
2790,Rural Tourism,Foreign,1115,2006,Oct
2791,Rural Tourism,Foreign,2615,2006,Sep
2792,Rural Tourism,Foreign,3593,2006,Aug
2793,Rural Tourism,Foreign,2851,2006,Jul
2794,Rural Tourism,Foreign,1944,2006,Jun
2795,Rural Tourism,Foreign,1938,2006,May
2796,Rural Tourism,Foreign,719,2006,Apr
2797,Rural Tourism,Foreign,260,2006,Mar
2798,Rural Tourism,Foreign,273,2006,Feb
2799,Rural Tourism,Foreign,69,2006,Jan
2800,Rural Tourism,Foreign,172,2005,Dec
2801,Rural Tourism,Foreign,288,2005,Nov
2802,Rural Tourism,Foreign,806,2005,Oct
2803,Rural Tourism,Foreign,2071,2005,Sep
2804,Rural Tourism,Foreign,2140,2005,Aug
2805,Rural Tourism,Foreign,2432,2005,Jul
2806,Rural Tourism,Foreign,1963,2005,Jun
2807,Rural Tourism,Foreign,1631,2005,May
2808,Rural Tourism,Foreign,460,2005,Apr
2809,Rural Tourism,Foreign,407,2005,Mar
2810,Rural Tourism,Foreign,167,2005,Feb
2811,Rural Tourism,Foreign,110,2005,Jan
2812,Rural Tourism,Foreign,215,2004,Dec
2813,Rural Tourism,Foreign,310,2004,Nov
2814,Rural Tourism,Foreign,1159,2004,Oct
2815,Rural Tourism,Foreign,1794,2004,Sep
2816,Rural Tourism,Foreign,2397,2004,Aug
2817,Rural Tourism,Foreign,2631,2004,Jul
2818,Rural Tourism,Foreign,1558,2004,Jun
2819,Rural Tourism,Foreign,1767,2004,May
2820,Rural Tourism,Foreign,597,2004,Apr
2821,Rural Tourism,Foreign,204,2004,Mar
2822,Rural Tourism,Foreign,187,2004,Feb
2823,Rural Tourism,Foreign,372,2004,Jan
2824,Rural Tourism,Foreign,284,2003,Dec
2825,Rural Tourism,Foreign,263,2003,Nov
2826,Rural Tourism,Foreign,874,2003,Oct
2827,Rural Tourism,Foreign,1599,2003,Sep
2828,Rural Tourism,Foreign,2307,2003,Aug
2829,Rural Tourism,Foreign,1846,2003,Jul
2830,Rural Tourism,Foreign,1582,2003,Jun
2831,Rural Tourism,Foreign,773,2003,May
2832,Rural Tourism,Foreign,468,2003,Apr
2833,Rural Tourism,Foreign,209,2003,Mar
2834,Rural Tourism,Foreign,246,2003,Feb
2835,Rural Tourism,Foreign,73,2003,Jan
2836,Rural Tourism,Foreign,255,2002,Dec
2837,Rural Tourism,Foreign,255,2002,Nov
2838,Rural Tourism,Foreign,643,2002,Oct
2839,Rural Tourism,Foreign,1247,2002,Sep
2840,Rural Tourism,Foreign,2076,2002,Aug
2841,Rural Tourism,Foreign,1845,2002,Jul
2842,Rural Tourism,Foreign,1876,2002,Jun
2843,Rural Tourism,Foreign,909,2002,May
2844,Rural Tourism,Foreign,496,2002,Apr
2845,Rural Tourism,Foreign,192,2002,Mar
2846,Rural Tourism,Foreign,46,2002,Feb
2847,Rural Tourism,Foreign,27,2002,Jan
2848,Rural Tourism,Foreign,284,2001,Dec
2849,Rural Tourism,Foreign,61,2001,Nov
2850,Rural Tourism,Foreign,324,2001,Oct
2851,Rural Tourism,Foreign,842,2001,Sep
2852,Rural Tourism,Foreign,1518,2001,Aug
2853,Rural Tourism,Foreign,1454,2001,Jul
2854,Rural Tourism,Foreign,1250,2001,Jun
2855,Rural Tourism,Foreign,669,2001,May
2856,Rural Tourism,Foreign,467,2001,Apr
2857,Rural Tourism,Foreign,129,2001,Mar
2858,Rural Tourism,Foreign,113,2001,Feb
2859,Rural Tourism,Foreign,40,2001,Jan
3120,Apartments,Spain,32584,2022,Aug
3121,Apartments,Spain,30211,2022,Jul
3122,Apartments,Spain,13979,2022,Jun
3123,Apartments,Spain,11629,2022,May
3124,Apartments,Spain,16270,2022,Apr
3125,Apartments,Spain,5616,2022,Mar
3126,Apartments,Spain,7636,2022,Feb
3127,Apartments,Spain,4582,2022,Jan
3128,Apartments,Spain,7200,2021,Dec
3129,Apartments,Spain,5393,2021,Nov
3130,Apartments,Spain,12357,2021,Oct
3131,Apartments,Spain,17041,2021,Sep
3132,Apartments,Spain,30781,2021,Aug
3133,Apartments,Spain,27587,2021,Jul
3134,Apartments,Spain,12689,2021,Jun
3135,Apartments,Spain,7821,2021,May
3136,Apartments,Spain,6315,2021,Apr
3137,Apartments,Spain,4197,2021,Mar
3138,Apartments,Spain,963,2021,Feb
3139,Apartments,Spain,1850,2021,Jan
3140,Apartments,Spain,2161,2020,Dec
3141,Apartments,Spain,2204,2020,Nov
3142,Apartments,Spain,5242,2020,Oct
3143,Apartments,Spain,11974,2020,Sep
3144,Apartments,Spain,24949,2020,Aug
3145,Apartments,Spain,18529,2020,Jul
3146,Apartments,Spain,4930,2020,Jun
3147,Apartments,Spain,.,2020,May
3148,Apartments,Spain,0,2020,Apr
3149,Apartments,Spain,1572,2020,Mar
3150,Apartments,Spain,4719,2020,Feb
3151,Apartments,Spain,3928,2020,Jan
3152,Apartments,Spain,5994,2019,Dec
3153,Apartments,Spain,5371,2019,Nov
3154,Apartments,Spain,9588,2019,Oct
3155,Apartments,Spain,15176,2019,Sep
3156,Apartments,Spain,24618,2019,Aug
3157,Apartments,Spain,20532,2019,Jul
3158,Apartments,Spain,9770,2019,Jun
3159,Apartments,Spain,7540,2019,May
3160,Apartments,Spain,8943,2019,Apr
3161,Apartments,Spain,4782,2019,Mar
3162,Apartments,Spain,3366,2019,Feb
3163,Apartments,Spain,3457,2019,Jan
3164,Apartments,Spain,5188,2018,Dec
3165,Apartments,Spain,4167,2018,Nov
3166,Apartments,Spain,7357,2018,Oct
3167,Apartments,Spain,11289,2018,Sep
3168,Apartments,Spain,23759,2018,Aug
3169,Apartments,Spain,17810,2018,Jul
3170,Apartments,Spain,9639,2018,Jun
3171,Apartments,Spain,6883,2018,May
3172,Apartments,Spain,6743,2018,Apr
3173,Apartments,Spain,5982,2018,Mar
3174,Apartments,Spain,3390,2018,Feb
3175,Apartments,Spain,3147,2018,Jan
3176,Apartments,Spain,4954,2017,Dec
3177,Apartments,Spain,4149,2017,Nov
3178,Apartments,Spain,8557,2017,Oct
3179,Apartments,Spain,11061,2017,Sep
3180,Apartments,Spain,22362,2017,Aug
3181,Apartments,Spain,18554,2017,Jul
3182,Apartments,Spain,9403,2017,Jun
3183,Apartments,Spain,6986,2017,May
3184,Apartments,Spain,10446,2017,Apr
3185,Apartments,Spain,4314,2017,Mar
3186,Apartments,Spain,4881,2017,Feb
3187,Apartments,Spain,3424,2017,Jan
3188,Apartments,Spain,4582,2016,Dec
3189,Apartments,Spain,4169,2016,Nov
3190,Apartments,Spain,7709,2016,Oct
3191,Apartments,Spain,9778,2016,Sep
3192,Apartments,Spain,20699,2016,Aug
3193,Apartments,Spain,16454,2016,Jul
3194,Apartments,Spain,8941,2016,Jun
3195,Apartments,Spain,5944,2016,May
3196,Apartments,Spain,5130,2016,Apr
3197,Apartments,Spain,7614,2016,Mar
3198,Apartments,Spain,5569,2016,Feb
3199,Apartments,Spain,4297,2016,Jan
3200,Apartments,Spain,3642,2015,Dec
3201,Apartments,Spain,2993,2015,Nov
3202,Apartments,Spain,4301,2015,Oct
3203,Apartments,Spain,6982,2015,Sep
3204,Apartments,Spain,15569,2015,Aug
3205,Apartments,Spain,12751,2015,Jul
3206,Apartments,Spain,5357,2015,Jun
3207,Apartments,Spain,4487,2015,May
3208,Apartments,Spain,4805,2015,Apr
3209,Apartments,Spain,3708,2015,Mar
3210,Apartments,Spain,3492,2015,Feb
3211,Apartments,Spain,2256,2015,Jan
3212,Apartments,Spain,2919,2014,Dec
3213,Apartments,Spain,2303,2014,Nov
3214,Apartments,Spain,2786,2014,Oct
3215,Apartments,Spain,5778,2014,Sep
3216,Apartments,Spain,12877,2014,Aug
3217,Apartments,Spain,9252,2014,Jul
3218,Apartments,Spain,3907,2014,Jun
3219,Apartments,Spain,3702,2014,May
3220,Apartments,Spain,4083,2014,Apr
3221,Apartments,Spain,2701,2014,Mar
3222,Apartments,Spain,2313,2014,Feb
3223,Apartments,Spain,1886,2014,Jan
3224,Apartments,Spain,2974,2013,Dec
3225,Apartments,Spain,2528,2013,Nov
3226,Apartments,Spain,3322,2013,Oct
3227,Apartments,Spain,5518,2013,Sep
3228,Apartments,Spain,12332,2013,Aug
3229,Apartments,Spain,8171,2013,Jul
3230,Apartments,Spain,5204,2013,Jun
3231,Apartments,Spain,3570,2013,May
3232,Apartments,Spain,3080,2013,Apr
3233,Apartments,Spain,2835,2013,Mar
3234,Apartments,Spain,2265,2013,Feb
3235,Apartments,Spain,1715,2013,Jan
3236,Apartments,Spain,2405,2012,Dec
3237,Apartments,Spain,2514,2012,Nov
3238,Apartments,Spain,2873,2012,Oct
3239,Apartments,Spain,6406,2012,Sep
3240,Apartments,Spain,11459,2012,Aug
3241,Apartments,Spain,8066,2012,Jul
3242,Apartments,Spain,4431,2012,Jun
3243,Apartments,Spain,3117,2012,May
3244,Apartments,Spain,4570,2012,Apr
3245,Apartments,Spain,2949,2012,Mar
3246,Apartments,Spain,1441,2012,Feb
3247,Apartments,Spain,1329,2012,Jan
3248,Apartments,Spain,1838,2011,Dec
3249,Apartments,Spain,1580,2011,Nov
3250,Apartments,Spain,2658,2011,Oct
3251,Apartments,Spain,4928,2011,Sep
3252,Apartments,Spain,10223,2011,Aug
3253,Apartments,Spain,8294,2011,Jul
3254,Apartments,Spain,4204,2011,Jun
3255,Apartments,Spain,2897,2011,May
3256,Apartments,Spain,3886,2011,Apr
3257,Apartments,Spain,1703,2011,Mar
3258,Apartments,Spain,1484,2011,Feb
3259,Apartments,Spain,1454,2011,Jan
3260,Apartments,Spain,2169,2010,Dec
3261,Apartments,Spain,1378,2010,Nov
3262,Apartments,Spain,3073,2010,Oct
3263,Apartments,Spain,5138,2010,Sep
3264,Apartments,Spain,8933,2010,Aug
